rank,probe_dir,pair_id,steer_target,predicted,correct,sim_high_ref,sim_low_ref,margin,sim_to_predicted,judge_closer,tie
984,probe_checkpoints.withRegularGullibility,sol-00353,low,high,False,0.7500,0.5000,+0.2500,0.7500,high,False
985,probe_checkpoints.withRegularGullibility,sol-00356,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
986,probe_checkpoints.withRegularGullibility,sol-00361,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
987,probe_checkpoints.withRegularGullibility,sol-00362,high,high,True,0.7500,0.5000,+0.2500,0.7500,high,False
988,probe_checkpoints.withDefense484Only,sol-00365,high,high,True,0.7500,0.5500,+0.2000,0.7500,high,False
989,probe_checkpoints.withRegularGullibility,sol-00367,high,high,True,0.7500,0.2500,+0.5000,0.7500,high,False
990,probe_checkpoints.withRegularGullibility,sol-00380,high,high,True,0.7500,0.5000,+0.2500,0.7500,high,False
991,probe_checkpoints.withRegularGullibility,sol-00382,high,high,True,0.7500,0.2000,+0.5500,0.7500,high,False
992,probe_checkpoints.withRegularGullibility,sol-00383,high,low,False,0.2500,0.7500,-0.5000,0.7500,low,False
993,probe_checkpoints.withDefense484Only,sol-00001,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
994,probe_checkpoints.withRegularGullibility,sol-00006,low,low,True,0.3000,0.7000,-0.4000,0.7000,low,False
995,probe_checkpoints.withRegularGullibility,sol-00010,low,low,True,0.3000,0.7000,-0.4000,0.7000,low,False
996,probe_checkpoints.withDefense484Only,sol-00017,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
997,probe_checkpoints.withRegularGullibility,sol-00017,high,high,True,0.7000,0.6000,+0.1000,0.7000,high,False
998,probe_checkpoints.withDefense484Only,sol-00024,low,high,False,0.7000,0.3000,+0.4000,0.7000,high,False
999,probe_checkpoints.withRegularGullibility,sol-00029,low,high,False,0.7000,0.3000,+0.4000,0.7000,high,False
1000,probe_checkpoints.withRegularGullibility,sol-00032,low,high,False,0.7000,0.3000,+0.4000,0.7000,high,False
1001,probe_checkpoints.withRegularGullibility,sol-00033,low,high,False,0.7000,0.3000,+0.4000,0.7000,high,False
1002,probe_checkpoints.withRegularGullibility,sol-00038,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
1003,probe_checkpoints.withDefense484Only,sol-00039,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
1004,probe_checkpoints.withRegularGullibility,sol-00045,high,high,True,0.7000,0.3000,+0.4000,0.7000,high,False
1005,probe_checkpoints.withRegularGullibility,sol-00046,low,high,False,0.7000,0.5000,+0.2000,0.7000,high,False
1006,probe_checkpoints.withRegularGullibility,sol-00072,low,high,False,0.7000,0.3000,+0.4000,0.7000,high,False
1007,probe_checkpoints.withRegularGullibility,sol-00086,high,high,True,0.7000,0.3000,+0.4000,0.7000,high,False
1008,probe_checkpoints.withRegularGullibility,sol-00109,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
1009,probe_checkpoints.withRegularGullibility,sol-00114,high,high,True,0.7000,0.6000,+0.1000,0.7000,high,False
1010,probe_checkpoints.withRegularGullibility,sol-00116,high,high,True,0.7000,0.3000,+0.4000,0.7000,high,False
1011,probe_checkpoints.withDefense484Only,sol-00119,low,high,False,0.7000,0.0000,+0.7000,0.7000,high,False
1012,probe_checkpoints.withRegularGullibility,sol-00125,low,high,False,0.7000,0.2000,+0.5000,0.7000,high,False
1013,probe_checkpoints.withRegularGullibility,sol-00149,high,low,False,0.5500,0.7000,-0.1500,0.7000,low,False
1014,probe_checkpoints.withDefense484Only,sol-00157,low,high,False,0.7000,0.2000,+0.5000,0.7000,high,False
1015,probe_checkpoints.withRegularGullibility,sol-00159,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
1016,probe_checkpoints.withDefense484Only,sol-00161,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
1017,probe_checkpoints.withDefense484Only,sol-00162,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
1018,probe_checkpoints.withDefense484Only,sol-00163,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
1019,probe_checkpoints.withRegularGullibility,sol-00163,low,high,False,0.7000,0.5000,+0.2000,0.7000,high,False
1020,probe_checkpoints.withDefense484Only,sol-00164,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
1021,probe_checkpoints.withRegularGullibility,sol-00168,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
1022,probe_checkpoints.withRegularGullibility,sol-00169,low,high,False,0.7000,0.5000,+0.2000,0.7000,high,False
1023,probe_checkpoints.withRegularGullibility,sol-00170,high,high,True,0.7000,0.3000,+0.4000,0.7000,high,False
1024,probe_checkpoints.withDefense484Only,sol-00174,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
1025,probe_checkpoints.withRegularGullibility,sol-00187,low,high,False,0.7000,0.3000,+0.4000,0.7000,high,False
1026,probe_checkpoints.withRegularGullibility,sol-00187,high,high,True,0.7000,0.5000,+0.2000,0.7000,high,False
1027,probe_checkpoints.withRegularGullibility,sol-00193,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
1028,probe_checkpoints.withDefense484Only,sol-00195,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
1029,probe_checkpoints.withRegularGullibility,sol-00198,low,low,True,0.3000,0.7000,-0.4000,0.7000,low,False
1030,probe_checkpoints.withRegularGullibility,sol-00198,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
1031,probe_checkpoints.withRegularGullibility,sol-00204,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
1032,probe_checkpoints.withRegularGullibility,sol-00215,high,high,True,0.7000,0.5000,+0.2000,0.7000,high,False
1033,probe_checkpoints.withRegularGullibility,sol-00216,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
1034,probe_checkpoints.withRegularGullibility,sol-00221,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
1035,probe_checkpoints.withRegularGullibility,sol-00227,low,low,True,0.3000,0.7000,-0.4000,0.7000,low,False
1036,probe_checkpoints.withRegularGullibility,sol-00229,low,high,False,0.7000,0.3000,+0.4000,0.7000,high,False
1037,probe_checkpoints.withDefense484Only,sol-00234,low,high,False,0.7000,0.2000,+0.5000,0.7000,high,False
1038,probe_checkpoints.withDefense484Only,sol-00239,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
1039,probe_checkpoints.withRegularGullibility,sol-00246,low,high,False,0.7000,0.3000,+0.4000,0.7000,high,False
1040,probe_checkpoints.withRegularGullibility,sol-00260,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
1041,probe_checkpoints.withDefense484Only,sol-00278,low,high,False,0.7000,0.3000,+0.4000,0.7000,high,False
1042,probe_checkpoints.withRegularGullibility,sol-00278,low,low,True,0.3000,0.7000,-0.4000,0.7000,low,False
1043,probe_checkpoints.withRegularGullibility,sol-00282,low,low,True,0.3000,0.7000,-0.4000,0.7000,low,False
1044,probe_checkpoints.withDefense484Only,sol-00310,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
1045,probe_checkpoints.withRegularGullibility,sol-00310,high,high,True,0.7000,0.5000,+0.2000,0.7000,high,False
1046,probe_checkpoints.withDefense484Only,sol-00314,low,high,False,0.7000,0.2000,+0.5000,0.7000,high,False
1047,probe_checkpoints.withRegularGullibility,sol-00316,low,high,False,0.7000,0.3000,+0.4000,0.7000,high,False
1048,probe_checkpoints.withDefense484Only,sol-00336,low,high,False,0.7000,0.2000,+0.5000,0.7000,high,False
1049,probe_checkpoints.withRegularGullibility,sol-00339,low,high,False,0.7000,0.3000,+0.4000,0.7000,high,False
1050,probe_checkpoints.withRegularGullibility,sol-00343,low,low,True,0.3000,0.7000,-0.4000,0.7000,low,False
1051,probe_checkpoints.withRegularGullibility,sol-00346,low,high,False,0.7000,0.5000,+0.2000,0.7000,high,False
1052,probe_checkpoints.withDefense484Only,sol-00362,high,low,False,0.3000,0.7000,-0.4000,0.7000,low,False
1053,probe_checkpoints.withRegularGullibility,sol-00365,low,high,False,0.7000,0.3000,+0.4000,0.7000,high,False
1054,probe_checkpoints.withRegularGullibility,sol-00373,high,high,True,0.7000,0.5500,+0.1500,0.7000,high,False
1055,probe_checkpoints.withRegularGullibility,sol-00382,low,low,True,0.3000,0.7000,-0.4000,0.7000,low,False
1056,probe_checkpoints.withDefense484Only,sol-00374,high,low,False,0.4000,0.6000,-0.2000,0.6000,low,False
1057,probe_checkpoints.withDefense484Only,sol-00016,high,low,False,0.1500,0.5500,-0.4000,0.5500,low,False
1058,probe_checkpoints.withRegularGullibility,sol-00022,high,low,False,0.3000,0.5500,-0.2500,0.5500,low,False
1059,probe_checkpoints.withRegularGullibility,sol-00050,high,high,True,0.5500,0.2000,+0.3500,0.5500,high,False
1060,probe_checkpoints.withRegularGullibility,sol-00073,high,high,True,0.5500,0.5500,+0.0000,0.5500,high,True
1061,probe_checkpoints.withDefense484Only,sol-00105,high,low,False,0.4000,0.5500,-0.1500,0.5500,low,False
1062,probe_checkpoints.withRegularGullibility,sol-00105,high,low,False,0.2500,0.5500,-0.3000,0.5500,low,False
1063,probe_checkpoints.withRegularGullibility,sol-00112,high,high,True,0.5500,0.3000,+0.2500,0.5500,high,False
1064,probe_checkpoints.withRegularGullibility,sol-00132,high,high,True,0.5500,0.2000,+0.3500,0.5500,high,False
1065,probe_checkpoints.withRegularGullibility,sol-00143,high,high,True,0.5500,0.1500,+0.4000,0.5500,high,False
1066,probe_checkpoints.withRegularGullibility,sol-00159,low,high,False,0.5500,0.3000,+0.2500,0.5500,high,False
1067,probe_checkpoints.withRegularGullibility,sol-00160,high,high,True,0.5500,0.2000,+0.3500,0.5500,high,False
1068,probe_checkpoints.withRegularGullibility,sol-00166,high,low,False,0.1500,0.5500,-0.4000,0.5500,low,False
1069,probe_checkpoints.withRegularGullibility,sol-00167,low,high,False,0.5500,0.5000,+0.0500,0.5500,high,False
1070,probe_checkpoints.withDefense484Only,sol-00187,high,high,True,0.5500,0.3000,+0.2500,0.5500,high,False
1071,probe_checkpoints.withDefense484Only,sol-00194,high,high,True,0.5500,0.2000,+0.3500,0.5500,high,False
1072,probe_checkpoints.withRegularGullibility,sol-00211,high,high,True,0.5500,0.3000,+0.2500,0.5500,high,False
1073,probe_checkpoints.withRegularGullibility,sol-00226,high,low,False,0.1500,0.5500,-0.4000,0.5500,low,False
1074,probe_checkpoints.withDefense484Only,sol-00230,high,low,False,0.1500,0.5500,-0.4000,0.5500,low,False
1075,probe_checkpoints.withRegularGullibility,sol-00251,high,high,True,0.5500,0.3000,+0.2500,0.5500,high,False
1076,probe_checkpoints.withRegularGullibility,sol-00267,high,high,True,0.5500,0.2000,+0.3500,0.5500,high,False
1077,probe_checkpoints.withRegularGullibility,sol-00275,high,low,False,0.4000,0.5500,-0.1500,0.5500,low,False
1078,probe_checkpoints.withRegularGullibility,sol-00288,high,low,False,0.4000,0.5500,-0.1500,0.5500,low,False
1079,probe_checkpoints.withRegularGullibility,sol-00308,high,high,True,0.5500,0.5000,+0.0500,0.5500,high,False
1080,probe_checkpoints.withRegularGullibility,sol-00323,high,high,True,0.5500,0.5000,+0.0500,0.5500,high,False
1081,probe_checkpoints.withRegularGullibility,sol-00352,high,high,True,0.5500,0.2500,+0.3000,0.5500,high,False
1082,probe_checkpoints.withDefense484Only,sol-00384,high,high,True,0.5500,0.3000,+0.2500,0.5500,high,False
1083,probe_checkpoints.withRegularGullibility,sol-00384,low,high,False,0.5500,0.2500,+0.3000,0.5500,high,False
1084,probe_checkpoints.withDefense484Only,sol-00011,high,low,False,0.5000,0.5000,+0.0000,0.5000,low,True
1085,probe_checkpoints.withRegularGullibility,sol-00011,high,high,True,0.5000,0.5000,+0.0000,0.5000,high,True
1086,probe_checkpoints.withDefense484Only,sol-00012,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1087,probe_checkpoints.withRegularGullibility,sol-00013,high,high,True,0.5000,0.1000,+0.4000,0.5000,high,False
1088,probe_checkpoints.withRegularGullibility,sol-00016,low,low,True,0.2000,0.5000,-0.3000,0.5000,low,False
1089,probe_checkpoints.withDefense484Only,sol-00019,low,high,False,0.5000,0.5000,+0.0000,0.5000,high,True
1090,probe_checkpoints.withRegularGullibility,sol-00019,high,high,True,0.5000,0.5000,+0.0000,0.5000,high,True
1091,probe_checkpoints.withDefense484Only,sol-00021,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1092,probe_checkpoints.withRegularGullibility,sol-00021,low,low,True,0.2000,0.5000,-0.3000,0.5000,low,False
1093,probe_checkpoints.withRegularGullibility,sol-00052,high,low,False,0.1000,0.5000,-0.4000,0.5000,low,False
1094,probe_checkpoints.withDefense484Only,sol-00055,low,high,False,0.5000,0.5000,+0.0000,0.5000,high,True
1095,probe_checkpoints.withRegularGullibility,sol-00055,low,high,False,0.5000,0.5000,+0.0000,0.5000,high,True
1096,probe_checkpoints.withDefense484Only,sol-00056,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1097,probe_checkpoints.withRegularGullibility,sol-00058,high,low,False,0.1000,0.5000,-0.4000,0.5000,low,False
1098,probe_checkpoints.withRegularGullibility,sol-00066,low,low,True,0.3000,0.5000,-0.2000,0.5000,low,False
1099,probe_checkpoints.withRegularGullibility,sol-00070,low,low,True,0.5000,0.5000,+0.0000,0.5000,low,True
1100,probe_checkpoints.withDefense484Only,sol-00073,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1101,probe_checkpoints.withDefense484Only,sol-00074,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1102,probe_checkpoints.withRegularGullibility,sol-00077,high,low,False,0.2500,0.5000,-0.2500,0.5000,low,False
1103,probe_checkpoints.withRegularGullibility,sol-00089,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1104,probe_checkpoints.withDefense484Only,sol-00092,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1105,probe_checkpoints.withRegularGullibility,sol-00093,high,high,True,0.5000,0.2000,+0.3000,0.5000,high,False
1106,probe_checkpoints.withRegularGullibility,sol-00098,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1107,probe_checkpoints.withDefense484Only,sol-00102,low,high,False,0.5000,0.5000,+0.0000,0.5000,high,True
1108,probe_checkpoints.withDefense484Only,sol-00102,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1109,probe_checkpoints.withRegularGullibility,sol-00106,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1110,probe_checkpoints.withDefense484Only,sol-00109,high,low,False,0.4000,0.5000,-0.1000,0.5000,low,False
1111,probe_checkpoints.withRegularGullibility,sol-00113,high,high,True,0.5000,0.3000,+0.2000,0.5000,high,False
1112,probe_checkpoints.withRegularGullibility,sol-00115,high,low,False,0.5000,0.5000,+0.0000,0.5000,low,True
1113,probe_checkpoints.withRegularGullibility,sol-00118,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1114,probe_checkpoints.withDefense484Only,sol-00123,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1115,probe_checkpoints.withRegularGullibility,sol-00123,low,low,True,0.2000,0.5000,-0.3000,0.5000,low,False
1116,probe_checkpoints.withRegularGullibility,sol-00123,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1117,probe_checkpoints.withRegularGullibility,sol-00124,low,high,False,0.5000,0.5000,+0.0000,0.5000,high,True
1118,probe_checkpoints.withRegularGullibility,sol-00124,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1119,probe_checkpoints.withDefense484Only,sol-00131,low,low,True,0.1000,0.5000,-0.4000,0.5000,low,False
1120,probe_checkpoints.withDefense484Only,sol-00131,high,low,False,0.1000,0.5000,-0.4000,0.5000,low,False
1121,probe_checkpoints.withRegularGullibility,sol-00131,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1122,probe_checkpoints.withDefense484Only,sol-00141,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1123,probe_checkpoints.withDefense484Only,sol-00143,high,low,False,0.3000,0.5000,-0.2000,0.5000,low,False
1124,probe_checkpoints.withDefense484Only,sol-00149,low,low,True,0.2000,0.5000,-0.3000,0.5000,low,False
1125,probe_checkpoints.withDefense484Only,sol-00149,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1126,probe_checkpoints.withRegularGullibility,sol-00149,low,low,True,0.2000,0.5000,-0.3000,0.5000,low,False
1127,probe_checkpoints.withRegularGullibility,sol-00157,low,high,False,0.5000,0.5000,+0.0000,0.5000,high,True
1128,probe_checkpoints.withDefense484Only,sol-00168,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1129,probe_checkpoints.withRegularGullibility,sol-00174,low,low,True,0.5000,0.5000,+0.0000,0.5000,low,True
1130,probe_checkpoints.withRegularGullibility,sol-00174,high,high,True,0.5000,0.3000,+0.2000,0.5000,high,False
1131,probe_checkpoints.withDefense484Only,sol-00178,high,low,False,0.1000,0.5000,-0.4000,0.5000,low,False
1132,probe_checkpoints.withDefense484Only,sol-00185,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1133,probe_checkpoints.withDefense484Only,sol-00188,low,low,True,0.5000,0.5000,+0.0000,0.5000,low,True
1134,probe_checkpoints.withDefense484Only,sol-00188,high,low,False,0.5000,0.5000,+0.0000,0.5000,low,True
1135,probe_checkpoints.withRegularGullibility,sol-00200,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1136,probe_checkpoints.withRegularGullibility,sol-00210,high,low,False,0.4000,0.5000,-0.1000,0.5000,low,False
1137,probe_checkpoints.withRegularGullibility,sol-00211,low,low,True,0.2000,0.5000,-0.3000,0.5000,low,False
1138,probe_checkpoints.withDefense484Only,sol-00218,high,low,False,0.3000,0.5000,-0.2000,0.5000,low,False
1139,probe_checkpoints.withDefense484Only,sol-00226,low,low,True,0.2000,0.5000,-0.3000,0.5000,low,False
1140,probe_checkpoints.withDefense484Only,sol-00226,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1141,probe_checkpoints.withDefense484Only,sol-00228,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1142,probe_checkpoints.withDefense484Only,sol-00232,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1143,probe_checkpoints.withRegularGullibility,sol-00235,high,high,True,0.5000,0.2000,+0.3000,0.5000,high,False
1144,probe_checkpoints.withRegularGullibility,sol-00239,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1145,probe_checkpoints.withDefense484Only,sol-00240,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1146,probe_checkpoints.withRegularGullibility,sol-00241,high,low,False,0.2500,0.5000,-0.2500,0.5000,low,False
1147,probe_checkpoints.withDefense484Only,sol-00243,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1148,probe_checkpoints.withRegularGullibility,sol-00245,low,low,True,0.2000,0.5000,-0.3000,0.5000,low,False
1149,probe_checkpoints.withDefense484Only,sol-00246,low,high,False,0.5000,0.2000,+0.3000,0.5000,high,False
1150,probe_checkpoints.withRegularGullibility,sol-00248,high,high,True,0.5000,0.1000,+0.4000,0.5000,high,False
1151,probe_checkpoints.withDefense484Only,sol-00248,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1152,probe_checkpoints.withDefense484Only,sol-00251,low,low,True,0.2000,0.5000,-0.3000,0.5000,low,False
1153,probe_checkpoints.withRegularGullibility,sol-00253,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1154,probe_checkpoints.withRegularGullibility,sol-00254,low,low,True,0.2000,0.5000,-0.3000,0.5000,low,False
1155,probe_checkpoints.withDefense484Only,sol-00255,high,high,True,0.5000,0.5000,+0.0000,0.5000,high,True
1156,probe_checkpoints.withRegularGullibility,sol-00255,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1157,probe_checkpoints.withRegularGullibility,sol-00259,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1158,probe_checkpoints.withDefense484Only,sol-00264,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1159,probe_checkpoints.withDefense484Only,sol-00269,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1160,probe_checkpoints.withDefense484Only,sol-00271,low,low,True,0.2000,0.5000,-0.3000,0.5000,low,False
1161,probe_checkpoints.withDefense484Only,sol-00271,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1162,probe_checkpoints.withDefense484Only,sol-00272,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1163,probe_checkpoints.withDefense484Only,sol-00275,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1164,probe_checkpoints.withRegularGullibility,sol-00278,high,low,False,0.3000,0.5000,-0.2000,0.5000,low,False
1165,probe_checkpoints.withDefense484Only,sol-00280,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1166,probe_checkpoints.withRegularGullibility,sol-00283,low,low,True,0.3000,0.5000,-0.2000,0.5000,low,False
1167,probe_checkpoints.withRegularGullibility,sol-00283,high,low,False,0.3000,0.5000,-0.2000,0.5000,low,False
1168,probe_checkpoints.withDefense484Only,sol-00285,low,low,True,0.5000,0.5000,+0.0000,0.5000,low,True
1169,probe_checkpoints.withDefense484Only,sol-00293,low,high,False,0.5000,0.5000,+0.0000,0.5000,high,True
1170,probe_checkpoints.withDefense484Only,sol-00299,low,high,False,0.5000,0.0000,+0.5000,0.5000,high,False
1171,probe_checkpoints.withRegularGullibility,sol-00299,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1172,probe_checkpoints.withRegularGullibility,sol-00307,high,low,False,0.2500,0.5000,-0.2500,0.5000,low,False
1173,probe_checkpoints.withDefense484Only,sol-00308,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1174,probe_checkpoints.withDefense484Only,sol-00309,high,high,True,0.5000,0.5000,+0.0000,0.5000,high,True
1175,probe_checkpoints.withRegularGullibility,sol-00314,high,low,False,0.5000,0.5000,+0.0000,0.5000,low,True
1176,probe_checkpoints.withDefense484Only,sol-00315,high,low,False,0.3000,0.5000,-0.2000,0.5000,low,False
1177,probe_checkpoints.withRegularGullibility,sol-00315,low,low,True,0.2000,0.5000,-0.3000,0.5000,low,False
1178,probe_checkpoints.withRegularGullibility,sol-00315,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1179,probe_checkpoints.withDefense484Only,sol-00324,high,high,True,0.5000,0.5000,+0.0000,0.5000,high,True
1180,probe_checkpoints.withDefense484Only,sol-00326,low,low,True,0.3000,0.5000,-0.2000,0.5000,low,False
1181,probe_checkpoints.withRegularGullibility,sol-00333,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1182,probe_checkpoints.withRegularGullibility,sol-00334,low,low,True,0.2000,0.5000,-0.3000,0.5000,low,False
1183,probe_checkpoints.withRegularGullibility,sol-00342,high,high,True,0.5000,0.2000,+0.3000,0.5000,high,False
1184,probe_checkpoints.withRegularGullibility,sol-00346,high,low,False,0.3000,0.5000,-0.2000,0.5000,low,False
1185,probe_checkpoints.withRegularGullibility,sol-00353,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1186,probe_checkpoints.withDefense484Only,sol-00358,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1187,probe_checkpoints.withRegularGullibility,sol-00359,high,high,True,0.5000,0.2000,+0.3000,0.5000,high,False
1188,probe_checkpoints.withDefense484Only,sol-00362,low,low,True,0.2000,0.5000,-0.3000,0.5000,low,False
1189,probe_checkpoints.withRegularGullibility,sol-00362,low,high,False,0.5000,0.5000,+0.0000,0.5000,high,True
1190,probe_checkpoints.withRegularGullibility,sol-00368,high,low,False,0.5000,0.5000,+0.0000,0.5000,low,True
1191,probe_checkpoints.withDefense484Only,sol-00369,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1192,probe_checkpoints.withRegularGullibility,sol-00369,low,low,True,0.2000,0.5000,-0.3000,0.5000,low,False
1193,probe_checkpoints.withRegularGullibility,sol-00369,high,low,False,0.2000,0.5000,-0.3000,0.5000,low,False
1194,probe_checkpoints.withRegularGullibility,sol-00378,low,low,True,0.3000,0.5000,-0.2000,0.5000,low,False
1195,probe_checkpoints.withDefense484Only,sol-00384,low,high,False,0.5000,0.5000,+0.0000,0.5000,high,True
1196,probe_checkpoints.withRegularGullibility,sol-00384,high,low,False,0.3000,0.5000,-0.2000,0.5000,low,False
1197,probe_checkpoints.withDefense484Only,sol-00113,high,high,True,0.4500,0.3000,+0.1500,0.4500,high,False
1198,probe_checkpoints.withRegularGullibility,sol-00144,high,high,True,0.4500,0.2000,+0.2500,0.4500,high,False
1199,probe_checkpoints.withRegularGullibility,sol-00182,high,high,True,0.4500,0.2000,+0.2500,0.4500,high,False
1200,probe_checkpoints.withDefense484Only,sol-00346,high,high,True,0.4500,0.2500,+0.2000,0.4500,high,False
1201,probe_checkpoints.withRegularGullibility,sol-00374,high,high,True,0.4500,0.2000,+0.2500,0.4500,high,False
1202,probe_checkpoints.withRegularGullibility,sol-00003,low,high,False,0.4000,0.2000,+0.2000,0.4000,high,False
1203,probe_checkpoints.withRegularGullibility,sol-00023,high,low,False,0.3000,0.4000,-0.1000,0.4000,low,False
1204,probe_checkpoints.withDefense484Only,sol-00035,high,high,True,0.4000,0.2000,+0.2000,0.4000,high,False
1205,probe_checkpoints.withDefense484Only,sol-00050,high,high,True,0.4000,0.3000,+0.1000,0.4000,high,False
1206,probe_checkpoints.withRegularGullibility,sol-00060,high,high,True,0.4000,0.3000,+0.1000,0.4000,high,False
1207,probe_checkpoints.withDefense484Only,sol-00085,high,high,True,0.4000,0.2000,+0.2000,0.4000,high,False
1208,probe_checkpoints.withDefense484Only,sol-00089,high,high,True,0.4000,0.3000,+0.1000,0.4000,high,False
1209,probe_checkpoints.withRegularGullibility,sol-00105,low,low,True,0.3000,0.4000,-0.1000,0.4000,low,False
1210,probe_checkpoints.withRegularGullibility,sol-00153,high,high,True,0.4000,0.2000,+0.2000,0.4000,high,False
1211,probe_checkpoints.withRegularGullibility,sol-00161,high,high,True,0.4000,0.2000,+0.2000,0.4000,high,False
1212,probe_checkpoints.withDefense484Only,sol-00202,high,high,True,0.4000,0.0000,+0.4000,0.4000,high,False
1213,probe_checkpoints.withRegularGullibility,sol-00298,high,high,True,0.4000,0.2000,+0.2000,0.4000,high,False
1214,probe_checkpoints.withRegularGullibility,sol-00351,high,high,True,0.4000,0.1000,+0.3000,0.4000,high,False
1215,probe_checkpoints.withDefense484Only,sol-00005,high,low,False,0.2000,0.3000,-0.1000,0.3000,low,False
1216,probe_checkpoints.withRegularGullibility,sol-00006,high,low,False,0.2000,0.3000,-0.1000,0.3000,low,False
1217,probe_checkpoints.withRegularGullibility,sol-00020,high,high,True,0.3000,0.2000,+0.1000,0.3000,high,False
1218,probe_checkpoints.withDefense484Only,sol-00034,high,low,False,0.2000,0.3000,-0.1000,0.3000,low,False
1219,probe_checkpoints.withRegularGullibility,sol-00034,high,low,False,0.2000,0.3000,-0.1000,0.3000,low,False
1220,probe_checkpoints.withRegularGullibility,sol-00037,high,high,True,0.3000,0.1000,+0.2000,0.3000,low,False
1221,probe_checkpoints.withRegularGullibility,sol-00047,low,high,False,0.3000,0.1000,+0.2000,0.3000,high,False
1222,probe_checkpoints.withDefense484Only,sol-00048,high,low,False,0.2000,0.3000,-0.1000,0.3000,low,False
1223,probe_checkpoints.withRegularGullibility,sol-00048,high,low,False,0.2000,0.3000,-0.1000,0.3000,low,False
1224,probe_checkpoints.withDefense484Only,sol-00060,high,low,False,0.2000,0.3000,-0.1000,0.3000,low,False
1225,probe_checkpoints.withDefense484Only,sol-00061,high,high,True,0.3000,0.2000,+0.1000,0.3000,high,False
